Date,State,Country,Cumulative_cases,Cumulative_death,Daily_cases,Daily_death,Latitude,Longitude,Temperature,Min_temperature,Max_temperature,Wind_speed,Precipitation,Fog_Presence,Population,Population Density/km,Median_Age,Sex_Ratio,Age%_65+,Hospital Beds/1000,Available Beds/1000,Confirmed Cases/1000,Lung Patients (F),Lung Patients (M),Life Expectancy (M),Life Expectancy (F),Total_tests_conducted,Out_Travels (mill.),In_travels(mill.),Domestic_Travels (mill.),
29-03-2020,,United Arab Emirates,570,3,102,1,24,54,30.61,27.5,34.39,12.7,0,1,9890402,118,33,2.18,1.47,1.2,0.3,0.057631631,12.55,20.21,77.3,80.1,,18.904,21.286,Not Reported,
30-03-2020,,United Arab Emirates,611,5,41,2,24,54,30.61,27.5,34.39,12.7,0,1,9890402,118,33,2.18,1.47,1.2,0.3,0.061777064,12.55,20.21,77.3,80.1,,18.904,21.286,Not Reported,
22-01-2020,,Oman,0,0,0,0,21,57,19.67,11.72,27.11,7.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
23-01-2020,,Oman,0,0,0,0,21,57,20.56,12.61,27.39,10.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
24-01-2020,,Oman,0,0,0,0,21,57,21.5,14.39,28.11,5.2,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
25-01-2020,,Oman,0,0,0,0,21,57,22.67,16.39,28.89,3.2,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
26-01-2020,,Oman,0,0,0,0,21,57,20,13.5,26.28,13.4,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
27-01-2020,,Oman,0,0,0,0,21,57,15.22,10.22,21.78,16.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
28-01-2020,,Oman,0,0,0,0,21,57,14.89,6.89,22.78,9.3,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
29-01-2020,,Oman,0,0,0,0,21,57,16.44,7.5,24.5,4.8,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
30-01-2020,,Oman,0,0,0,0,21,57,17.89,10.11,25.28,4.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
31-01-2020,,Oman,0,0,0,0,21,57,17.44,9.89,26.28,7.3,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
1/2/2020,,Oman,0,0,0,0,21,57,18.67,8.61,28,5.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
2/2/2020,,Oman,0,0,0,0,21,57,19.5,10.89,27,4.4,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
3/2/2020,,Oman,0,0,0,0,21,57,19.39,12.11,27.5,5.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
4/2/2020,,Oman,0,0,0,0,21,57,17.67,9.11,26,11,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
5/2/2020,,Oman,0,0,0,0,21,57,18.22,8.89,27.89,6.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
6/2/2020,,Oman,0,0,0,0,21,57,19.56,10.22,27.78,3.7,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
7/2/2020,,Oman,0,0,0,0,21,57,20.39,12.61,27.89,4.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
8/2/2020,,Oman,0,0,0,0,21,57,20.72,13,29.11,7.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
9/2/2020,,Oman,0,0,0,0,21,57,19.83,11.89,28.39,8.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
10/2/2020,,Oman,0,0,0,0,21,57,20.67,13.22,28.28,8.8,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
11/2/2020,,Oman,0,0,0,0,21,57,21.61,14.5,28.72,8.3,0.02,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
12/2/2020,,Oman,0,0,0,0,21,57,20.39,15.28,26.39,15.8,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
13-02-2020,,Oman,0,0,0,0,21,57,16.11,10.72,23.11,13.2,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
14-02-2020,,Oman,0,0,0,0,21,57,15.56,7.78,23.78,8.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
15-02-2020,,Oman,0,0,0,0,21,57,17.67,7.89,26.28,7.3,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
16-02-2020,,Oman,0,0,0,0,21,57,19.56,9.89,29.22,4.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
17-02-2020,,Oman,0,0,0,0,21,57,20.28,10.22,29,7.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
18-02-2020,,Oman,0,0,0,0,21,57,20.17,11.22,28.78,7.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
19-02-2020,,Oman,0,0,0,0,21,57,20.39,10.22,30.5,6.4,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
20-02-2020,,Oman,0,0,0,0,21,57,21.89,12.61,31.78,9.6,0.01,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
21-02-2020,,Oman,0,0,0,0,21,57,23.44,16,31.78,11.3,0.01,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
22-02-2020,,Oman,0,0,0,0,21,57,19.22,15.39,24.22,10,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
23-02-2020,,Oman,0,0,0,0,21,57,23.44,15.89,31.72,7.9,0.01,0,5106626,16,31,1.19,3.55,1.6,0.4,0,9.06,12.54,,73.9,78,,5975,3242,N/A
24-02-2020,,Oman,2,0,2,0,21,57,23.11,14.78,32.61,7,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.000391648,9.06,12.54,,73.9,78,,5975,3242,N/A
25-02-2020,,Oman,2,0,0,0,21,57,24.56,17.72,34.22,8.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.000391648,9.06,12.54,,73.9,78,,5975,3242,N/A
26-02-2020,,Oman,4,0,2,0,21,57,25.22,18.22,34,9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.000783296,9.06,12.54,,73.9,78,,5975,3242,N/A
27-02-2020,,Oman,4,0,0,0,21,57,23.33,17.89,29.5,8.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.000783296,9.06,12.54,,73.9,78,,5975,3242,N/A
28-02-2020,,Oman,4,0,0,0,21,57,20.83,14.5,28.39,9.7,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.000783296,9.06,12.54,,73.9,78,,5975,3242,N/A
29-02-2020,,Oman,6,0,2,0,21,57,19.94,10.28,28.78,6.3,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.001174944,9.06,12.54,,73.9,78,,5975,3242,N/A
1/3/2020,,Oman,6,0,0,0,21,57,21.72,11.28,30.89,5.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.001174944,9.06,12.54,,73.9,78,,5975,3242,N/A
2/3/2020,,Oman,6,0,0,0,21,57,22.72,13.78,31.22,6.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.001174944,9.06,12.54,,73.9,78,,5975,3242,N/A
3/3/2020,,Oman,12,0,6,0,21,57,24.06,15.78,31.61,4.5,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.002349888,9.06,12.54,,73.9,78,,5975,3242,N/A
4/3/2020,,Oman,15,0,3,0,21,57,21.33,14.39,30,11,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.00293736,9.06,12.54,,73.9,78,,5975,3242,N/A
5/3/2020,,Oman,16,0,1,0,21,57,19.06,10.22,28.78,8.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003133184,9.06,12.54,,73.9,78,,5975,3242,N/A
6/3/2020,,Oman,16,0,0,0,21,57,20.94,11.11,29.39,4.2,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003133184,9.06,12.54,,73.9,78,,5975,3242,N/A
7/3/2020,,Oman,16,0,0,0,21,57,22.28,13.61,30.28,7.4,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003133184,9.06,12.54,,73.9,78,,5975,3242,N/A
8/3/2020,,Oman,16,0,0,0,21,57,22.89,14.39,30.5,6.8,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003133184,9.06,12.54,,73.9,78,,5975,3242,N/A
9/3/2020,,Oman,16,0,0,0,21,57,23.28,14.28,31.61,6.8,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003133184,9.06,12.54,,73.9,78,,5975,3242,N/A
10/3/2020,,Oman,18,0,2,0,21,57,22.33,14.78,28.78,7.7,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003524832,9.06,12.54,,73.9,78,,5975,3242,N/A
11/3/2020,,Oman,18,0,0,0,21,57,22.44,13.72,30.39,8.7,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003524832,9.06,12.54,,73.9,78,,5975,3242,N/A
12/3/2020,,Oman,18,0,0,0,21,57,23,15.61,30.22,4.3,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003524832,9.06,12.54,,73.9,78,,5975,3242,N/A
13-03-2020,,Oman,19,0,1,0,21,57,23,15.61,30.22,4.3,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003720656,9.06,12.54,,73.9,78,,5975,3242,N/A
14-03-2020,,Oman,19,0,0,0,21,57,22.11,13.39,30.11,11.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.003720656,9.06,12.54,,73.9,78,,5975,3242,N/A
15-03-2020,,Oman,22,0,3,0,21,57,22.11,13.39,30.11,11.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.004308128,9.06,12.54,,73.9,78,,5975,3242,N/A
16-03-2020,,Oman,22,0,0,0,21,57,23.72,17.28,30.72,11.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.004308128,9.06,12.54,,73.9,78,,5975,3242,N/A
17-03-2020,,Oman,24,0,2,0,21,57,23.83,16.89,31.28,8,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.004699776,9.06,12.54,,73.9,78,,5975,3242,N/A
18-03-2020,,Oman,39,0,15,0,21,57,24.06,16.72,32.61,10.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.007637137,9.06,12.54,,73.9,78,,5975,3242,N/A
19-03-2020,,Oman,48,0,9,0,21,57,25.5,17.78,34.28,12,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.009399553,9.06,12.54,,73.9,78,,5975,3242,N/A
20-03-2020,,Oman,48,0,0,0,21,57,27.89,22.22,35,9.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.009399553,9.06,12.54,,73.9,78,,5975,3242,N/A
21-03-2020,,Oman,52,0,4,0,21,57,28,22.22,37.61,14.6,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.010182849,9.06,12.54,,73.9,78,,5975,3242,N/A
22-03-2020,,Oman,55,0,3,0,21,57,27.78,22.89,35.11,16.6,0.05,0,5106626,16,31,1.19,3.55,1.6,0.4,0.010770321,9.06,12.54,,73.9,78,,5975,3242,N/A
23-03-2020,,Oman,66,0,11,0,21,57,21.72,18.78,24.5,7.4,0.48,0,5106626,16,31,1.19,3.55,1.6,0.4,0.012924385,9.06,12.54,,73.9,78,,5975,3242,N/A
24-03-2020,,Oman,84,0,18,0,21,57,20.78,14.72,28.5,9.9,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.016449217,9.06,12.54,,73.9,78,,5975,3242,N/A
25-03-2020,,Oman,99,0,15,0,21,57,20.33,14.28,25.89,5.1,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.019386577,9.06,12.54,,73.9,78,,5975,3242,N/A
26-03-2020,,Oman,109,0,10,0,21,57,22.39,13.22,30.5,4.2,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.021344817,9.06,12.54,,73.9,78,,5975,3242,N/A
27-03-2020,,Oman,131,0,22,0,21,57,24.67,15.72,33.11,7.7,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.025652946,9.06,12.54,,73.9,78,,5975,3242,N/A
28-03-2020,,Oman,152,0,21,0,21,57,25.72,19.5,33.78,12,0,0,5106626,16,31,1.19,3.55,1.6,0.4,0.02976525,9.06,12.54,,73.9,78,,5975,3242,N/A
29-03-2020,,Oman,167,0,15,0,21,57,25.72,19.61,33.28,16.9,0.01,0,5106626,16,31,1.19,3.55,1.6,0.4,0.03270261,9.06,12.54,,73.9,78,,5975,3242,N/A
30-03-2020,,Oman,179,0,12,0,21,57,25.72,19.61,33.28,16.9,0.01,0,5106626,16,31,1.19,3.55,1.6,0.4,0.035052498,9.06,12.54,,73.9,78,,5975,3242,N/A
22-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.33,20.78,30,4.6,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,24.28,18.61,31,3.4,0.01,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,24.72,20,30.61,3.8,0.01,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,24.22,5537.72,30.89,4,0.16,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,24,5537.72,28,4.2,1.18,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.83,23,30,4.8,0.94,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.44,24.89,30.39,5.7,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,28.06,26,30.72,8.7,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
30-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.39,5537.72,30.78,7.2,0,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
31-01-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.67,5537.72,30.11,9.7,1.1,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
1/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.56,22,31,6.4,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
2/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.61,20,30.89,5,0.01,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
3/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.56,22,30.5,4.7,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
4/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.22,25,30,8.2,0.03,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
5/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.22,24,30.11,8.6,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
6/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.83,24,30,8.9,0.02,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
7/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.89,24.72,30.22,8.9,0.04,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
8/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.67,23.78,30.28,8.6,0.08,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
9/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.44,25.72,30,9.2,0.16,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
10/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.39,9,30.39,7.1,0.12,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
11/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.89,5537.72,29.22,8.7,0.67,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
12/2/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.5,23.89,30,6.9,0.03,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
13-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.28,22.89,29.61,6.3,0.08,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
14-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.61,23,30,6.5,0.03,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
15-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.39,24,30,5.2,0.03,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
16-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.94,23.72,30,8.1,0.47,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
17-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.33,25,31,9.1,0.28,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
18-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.33,25.72,30.72,10.2,0.01,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
19-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.06,25.61,30.28,9.9,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
20-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.61,23,30,7.6,0.12,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
21-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.56,23,30,4.6,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.5,23.5,31,5.1,0.2,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.44,26,30.72,8.5,0.02,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.83,5537.72,30.28,8.4,0.08,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.72,23.78,30,6.4,0.08,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.61,21,30,3.9,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,24.61,21,30,3.9,0.01,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,25.83,22,29.89,5,0.01,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-02-2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,24.89,20,30,4.3,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
1/3/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.17,24.72,30,6.7,0,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
2/3/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.39,23,30.28,4.8,0.04,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
3/3/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,26.33,23.78,30.61,6.3,0.2,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
4/3/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.44,23,31,7.2,0,0,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
5/3/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.33,24,31,7.6,0.02,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
6/3/2020,French Guiana,France,0,0,0,0,3.9339,-53.1258,27.22,24.72,31.22,7.2,0.01,1,291000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
7/3/2020,French Guiana,France,5,0,5,0,3.9339,-53.1258,27.22,23.89,31,6.6,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
8/3/2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,27.33,23.5,31.22,6.3,0.01,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
9/3/2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,27.28,22.78,31,7.2,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
10/3/2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,27.44,25,31.22,8.6,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
11/3/2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,25.67,21,31,4,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
12/3/2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,25.56,20.39,31.22,4.3,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
13-03-2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,26,21,31.39,5.2,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
14-03-2020,French Guiana,France,5,0,0,0,3.9339,-53.1258,28.39,26,31.78,8.5,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.017182131,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
15-03-2020,French Guiana,France,7,0,2,0,3.9339,-53.1258,27.5,23.78,31.5,5.7,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.024054983,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
16-03-2020,French Guiana,France,11,0,4,0,3.9339,-53.1258,27.22,23.28,32,4.7,0.02,0,291000,119,42,0.96,19.82,6.5,1.625,0.037800687,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
17-03-2020,French Guiana,France,11,0,0,0,3.9339,-53.1258,26.5,21.78,31.89,4.6,0,0,291000,119,42,0.96,19.82,6.5,1.625,0.037800687,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
18-03-2020,French Guiana,France,11,0,0,0,3.9339,-53.1258,25.67,23.61,31.39,4.8,0.51,1,291000,119,42,0.96,19.82,6.5,1.625,0.037800687,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
19-03-2020,French Guiana,France,11,0,0,0,3.9339,-53.1258,27.89,25.89,31,8.6,0.51,0,291000,119,42,0.96,19.82,6.5,1.625,0.037800687,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
20-03-2020,French Guiana,France,15,0,4,0,3.9339,-53.1258,26.44,23.78,30.78,3.7,0,1,291000,119,42,0.96,19.82,6.5,1.625,0.051546392,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
21-03-2020,French Guiana,France,18,0,3,0,3.9339,-53.1258,26.83,23.5,31,6.1,0.2,1,291000,119,42,0.96,19.82,6.5,1.625,0.06185567,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-03-2020,French Guiana,France,18,0,0,0,3.9339,-53.1258,26.44,22.89,31.22,5.1,0.16,1,291000,119,42,0.96,19.82,6.5,1.625,0.06185567,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
